"","property_id","property_code","property_name","previous_name","company","financially_active","operationally_active","property_type","zip","region","county","submarket","city","operation_status","reporting_ownership","reporting_unit_count","consolidated","active_directory_name","latitude","longitude","status","division","regional_area_manager","sold_date","ga_group_name","status_group","operationally_active_group","parent_group_code","parent_group_name","year_built","year_built_range","county_group","property_name_group","property_code_group","soldthis_year","property_name_code","region_rpm_property","unit_buckets"
"131",400,"332","Mill Creek","Unknown","Essex","Y","Y","Residential",94582,"Northern California","Contra Costa","San Ramon","San Ramon","Stabilized",NA,400,"Y","Unknown",37.757168,-121.90799,"Same Store","Northern CA","Abigail Dizon",NA,NA,"Same Store","Y","NA","NA","2005",">15 <20 Years","Contra Costa","Mill Creek","332",0,"Mill Creek (332)","Northern California Abigail Dizon Mill Creek (332)","400+"
"132",3392,"336","Ascent","Unknown","Essex","Y","Y","Residential",98034,"Seattle Metro","King","Eastside","Kirkland","Stabilized",NA,90,"Y","Unknown",47.708881,-122.169746,"Same Store","Washington","Carol Swanson",NA,NA,"Same Store","Y","NA","NA","1988",">30 <40 Years","King","Ascent","336",0,"Ascent (336)","Seattle Metro Carol Swanson Ascent (336)","<200"
"133",4411,"338","Slater 116","Unknown","Essex","Y","Y","Residential",98033,"Seattle Metro","King","Eastside","Kirkland","Stabilized",NA,108,"Y","Unknown",47.70303,-122.175797,"Same Store","Washington","Carol Swanson",NA,NA,"Same Store","Y","NA","NA","2013",">5 <10 Years","King","Slater 116","338",0,"Slater 116 (338)","Seattle Metro Carol Swanson Slater 116 (338)","<200"
"134",4065,"345","One South Market","Unknown","Essex","Y","Y","Residential",95113,"Northern California","Santa Clara","San Jose MSA","San Jose","Stabilized",NA,312,"Y","Unknown",37.335129,-121.892263,"Non Same Store","Northern CA","Ben Egge",NA,NA,"Non Same Store","Y","NA","NA","#UNKN","","Santa Clara","One South Market","345",0,"One South Market (345)","Northern California Ben Egge One South Market (345)",">300 Units"
"135",1787,"351","Arbors Parc Rose","Unknown","Essex","Y","Y","Residential",93030,"Southern California","Ventura","Ventura","Oxnard","Stabilized",NA,373,"N","Unknown",34.215542,-119.152206,"Wesco I","LA/Ventura","Bridgit Susim",NA,NA,"Wesco I","Y","NA","NA","2001",">15 <20 Years","Ventura","Arbors Parc Rose","351",0,"Arbors Parc Rose (351)","Southern California Bridgit Susim Arbors Parc Rose (351)",">300 Units"
"136",1942,"352","Reveal","Unknown","Essex","Y","Y","Residential",91303,"Southern California","Los Angeles","Woodland Hills","Woodland Hills","Stabilized",NA,438,"Y","Unknown",34.191925,-118.594139,"Same Store","LA/Ventura","Elizabeth Rodriguez",NA,NA,"Same Store","Y","NA","NA","2010",">10 <15 Years","Los Angeles","Reveal","352",0,"Reveal (352)","Southern California Elizabeth Rodriguez Reveal (352)","400+"
"137",2162,"353","Vesta","Unknown","Essex","Y","Y","Residential",98052,"Seattle Metro","King","Eastside","Redmond","Stabilized",NA,440,"N","Unknown",47.65833,-122.0888847,"Wesco I","Washington","Suzanne Bachler",NA,NA,"Wesco I","Y","NA","NA","1998",">20 <30 Years","King","Vesta","353",0,"Vesta (353)","Seattle Metro Suzanne Bachler Vesta (353)","400+"
"138",2163,"354","Redmond Hill","Unknown","Essex","Y","Y","Residential",98052,"Seattle Metro","King","Eastside","Redmond","Stabilized",NA,442,"N","Unknown",47.659809,-122.092041,"Wesco I","Washington","Suzanne Bachler",NA,NA,"Wesco I","Y","NA","NA","1985",">30 <40 Years","King","Redmond Hill","354",0,"Redmond Hill (354)","Seattle Metro Suzanne Bachler Redmond Hill (354)","400+"
"139",2403,"355","Briarwood","Unknown","Essex","Y","Y","Residential",94538,"Northern California","Alameda","Fremont","Fremont","Stabilized",NA,160,"N","Unknown",37.532967,-121.965195,"Wesco I","Northern CA","Carrie Hughes",NA,NA,"Wesco I","Y","NA","NA","1978","40+ Years","Alameda","Briarwood","355",0,"Briarwood (355)","Northern California Carrie Hughes Briarwood (355)","<200"
"140",2404,"356","The Woods","Unknown","Essex","Y","Y","Residential",94538,"Northern California","Alameda","Fremont","Fremont","Stabilized",NA,160,"N","Unknown",37.53896,-121.961212,"Wesco I","Northern CA","Carrie Hughes",NA,NA,"Wesco I","Y","NA","NA","1978","40+ Years","Alameda","The Woods","356",0,"The Woods (356)","Northern California Carrie Hughes The Woods (356)","<200"
"141",3108,"357","Riley Square","Unknown","Essex","Y","Y","Residential",95051,"Northern California","Santa Clara","San Jose MSA","Santa Clara","Stabilized",NA,156,"N","Unknown",37.360153,-121.998314,"Wesco I","Northern CA","Davina Slusher",NA,NA,"Wesco I","Y","NA","NA","1972","40+ Years","Santa Clara","Riley Square","357",0,"Riley Square (357)","Northern California Davina Slusher Riley Square (357)","<200"
"142",3589,"359","Pacific Electric Lofts","Unknown","Essex","Y","Y","Residential",90014,"Southern California","Los Angeles","Los Angeles CBD","Los Angeles","Stabilized",NA,314,"N","Unknown",34.044949,-118.250168,"Wesco I","LA/Ventura","Richard Resos",NA,NA,"Wesco I","Y","NA","NA","2006",">10 <15 Years","Los Angeles","Pacific Electric Lofts","359",0,"Pacific Electric Lofts (359)","Southern California Richard Resos Pacific Electric Lofts (359)",">300 Units"
"143",5477,"362","Emme, The","Unknown","Essex","Y","Y","Residential",94608,"Northern California","Alameda","Oakland CBD","Emeryville","Stabilized",NA,190,"Y","Unknown",37.843329,-122.295541,"Non Same Store","Northern CA","Bailey Brown",NA,NA,"Non Same Store","Y","NA","NA","#UNKN","","Alameda","Emme, The","362",0,"Emme, The (362)","Northern California Bailey Brown Emme, The (362)","<200"
"144",2245,"368","Connolly Station","Unknown","Essex","Y","Y","Residential",94568,"Northern California","Alameda","San Ramon","Dublin","Stabilized",NA,309,"Y","Unknown",37.701958,-121.929086,"Non Same Store","Northern CA","Vanessa Liclican",NA,NA,"Non Same Store","Y","NA","NA","2013",">5 <10 Years","Alameda","Connolly Station","368",0,"Connolly Station (368)","Northern California Vanessa Liclican Connolly Station (368)",">300 Units"
"145",2659,"371","Park 20","Unknown","Essex","Y","Y","Residential",94403,"Northern California","San Mateo","San Mateo","San Mateo ","Stabilized",NA,197,"Y","Unknown",37.548573,-122.313414,"Non Same Store","Northern CA","Erica Rangel",NA,NA,"Non Same Store","Y","NA","NA","#UNKN","","San Mateo","Park 20","371",0,"Park 20 (371)","Northern California Erica Rangel Park 20 (371)","<200"
"146",2247,"380","The Huxley","Unknown","Essex","Y","Y","Residential",90038,"Southern California","Los Angeles","West LA","West Hollywood","Stabilized",NA,187,"Y","Unknown",34.09325,-118.34348,"Same Store","LA/Ventura","Selena Kerr",NA,NA,"Same Store","Y","NA","NA","2014",">5 <10 Years","Los Angeles","The Huxley","380",0,"The Huxley (380)","Southern California Selena Kerr The Huxley (380)","<200"
"147",2555,"381","The Dylan","Unknown","Essex","Y","Y","Residential",90046,"Southern California","Los Angeles","West LA","West Hollywood","Stabilized",NA,184,"Y","Unknown",34.090691,-118.344101,"Same Store","LA/Ventura","Selena Kerr",NA,NA,"Same Store","Y","NA","NA","2014",">5 <10 Years","Los Angeles","The Dylan","381",0,"The Dylan (381)","Southern California Selena Kerr The Dylan (381)","<200"
"148",3948,"382","Agora at South Main","Unknown","Essex","Y","Y","Residential",94549,"Northern California","Contra Costa","San Ramon","Walnut Creek","Stabilized",NA,49,"Y","Unknown",37.893244,-122.058838,"Non Same Store","Northern CA","Alicia Carman",NA,NA,"Non Same Store","Y","NA","NA","2016","<5 Years","Contra Costa","Agora at South Main","382",0,"Agora at South Main (382)","Northern California Alicia Carman Agora at South Main (382)","<200"
"149",3611,"386","Haver Hill","Unknown","Essex","Y","Y","Residential",92831,"Southern California","Orange","North Orange","Fullerton","Stabilized",NA,264,"N","Unknown",33.889053,-117.87133,"Wesco III","OC/San Diego","Mark Yepez",NA,NA,"Wesco III","Y","NA","NA","1973","40+ Years","Orange","Haver Hill","386",0,"Haver Hill (386)","Southern California Mark Yepez Haver Hill (386)",">200 Units"
"150",4108,"387","Regency at Mountain View","Unknown","Essex","Y","Y","Residential",94040,"Northern California","Santa Clara","San Jose MSA","Mountain View","Stabilized",NA,142,"N","Unknown",37.397461,-122.092598,"Wesco III","Northern CA","Davina Slusher",NA,NA,"Wesco III","Y","NA","NA","1970","40+ Years","Santa Clara","Regency at Mountain View","387",0,"Regency at Mountain View (387)","Northern California Davina Slusher Regency at Mountain View (387)","<200"
"151",4227,"388","Gas Co Lofts","Unknown","Essex","Y","Y","Residential",90017,"Southern California","Los Angeles","Los Angeles CBD","Los Angeles","Stabilized",NA,251,"N","Unknown",34.046864,-118.260391,"Wesco III","LA/Ventura","Richard Resos",NA,NA,"Wesco III","Y","NA","NA","2004",">15 <20 Years","Los Angeles","Gas Co Lofts","388",0,"Gas Co Lofts (388)","Southern California Richard Resos Gas Co Lofts (388)",">200 Units"
"152",9722,"390","Mylo Santa Clara","Unknown","Essex","Y","Y","Residential",95051,"Northern California","Santa Clara","San Jose MSA","Santa Clara","Non Stabilized",NA,476,"Y","Unknown",37.352097,-121.997925,"Non Same Store","Northern CA","Amir Sheikh",NA,NA,"Non Same Store","Y","NA","NA","#UNKN","","Santa Clara","Mylo Santa Clara","390",0,"Mylo Santa Clara (390)","Northern California Amir Sheikh Mylo Santa Clara (390)","400+"
"153",9995,"393","Township","Unknown","Essex","Y","Y","Residential",94063,"Northern California","San Mateo","San Mateo","Redwood City","Stabilized",NA,132,"Y","Unknown",37.4917874,-122.2274892,"Non Same Store","Northern CA","Davina Slusher",NA,NA,"Non Same Store","Y","NA","NA","2014",">5 <10 Years","San Mateo","Township","393",0,"Township (393)","Northern California Davina Slusher Township (393)","<200"
"154",4560,"400","Vox","Unknown","Essex","Y","Y","Residential",98122,"Seattle Metro","King","Seattle CBD","Seattle","Stabilized",NA,58,"Y","Unknown",47.614491,-122.312798,"Same Store","Washington","Melissa Downs",NA,NA,"Same Store","Y","NA","NA","2013",">5 <10 Years","King","Vox","400",0,"Vox (400)","Seattle Metro Melissa Downs Vox (400)","<200"
"155",5329,"403","Collins on Pine","Unknown","Essex","Y","Y","Residential",98122,"Seattle Metro","King","Seattle CBD","Seattle","Stabilized",NA,76,"Y","Unknown",47.615398,-122.315697,"Same Store","Washington","Melissa Downs",NA,NA,"Same Store","Y","NA","NA","#UNKN","","King","Collins on Pine","403",0,"Collins on Pine (403)","Seattle Metro Melissa Downs Collins on Pine (403)","<200"
"156",5554,"405","Paragon","Unknown","Essex","Y","Y","Residential",94538,"Northern California","Alameda","Fremont","Fremont","Stabilized",NA,301,"Y","Unknown",37.548519,-121.981697,"Same Store","Northern CA","Carrie Hughes",NA,NA,"Same Store","Y","NA","NA","2013",">5 <10 Years","Alameda","Paragon","405",0,"Paragon (405)","Northern California Carrie Hughes Paragon (405)",">300 Units"
"157",5555,"406","Ellington at Bellevue","Unknown","Essex","Y","Y","Residential",98004,"Seattle Metro","King","Eastside","Bellevue","Stabilized",NA,220,"Y","Unknown",47.620529,-122.19175,"Same Store","Washington","Melissa Downs",NA,NA,"Same Store","Y","NA","NA","1994",">20 <30 Years","King","Ellington at Bellevue","406",0,"Ellington at Bellevue (406)","Seattle Metro Melissa Downs Ellington at Bellevue (406)",">200 Units"
"158",5622,"407","Apex","Unknown","Essex","Y","Y","Residential",95035,"Northern California","Santa Clara","San Jose MSA","Milpitas","Stabilized",NA,366,"Y","Unknown",37.414371,-121.904602,"Same Store","Northern CA","Carrie Hughes",NA,NA,"Same Store","Y","NA","NA","2013",">5 <10 Years","Santa Clara","Apex","407",0,"Apex (407)","Northern California Carrie Hughes Apex (407)",">300 Units"
"159",6637,"415","Avant","Unknown","Essex","Y","Y","Residential",90015,"Southern California","Los Angeles","Los Angeles CBD","Los Angeles","Stabilized",NA,440,"Y","Unknown",34.039601,-118.268484,"Same Store","LA/Ventura","Richard Resos",NA,NA,"Same Store","Y","NA","NA","2014",">5 <10 Years","Los Angeles","Avant","415",0,"Avant (415)","Southern California Richard Resos Avant (415)","400+"
"160",7141,"418","Enso","Unknown","Essex","Y","Y","Residential",95134,"Northern California","Santa Clara","San Jose MSA","San Jose","Stabilized",NA,183,"Y","Unknown",37.4120173,-121.9428638,"Same Store","Northern CA","Carrie Hughes",NA,NA,"Same Store","Y","NA","NA","2014",">5 <10 Years","Santa Clara","Enso","418",0,"Enso (418)","Northern California Carrie Hughes Enso (418)","<200"
"161",7214,"419","Mio","Unknown","Essex","Y","Y","Residential",95112,"Northern California","Santa Clara","San Jose MSA","San Jose","Stabilized",NA,103,"Y","Unknown",37.351893,-121.893629,"Same Store","Northern CA","Amir Sheikh",NA,NA,"Same Store","Y","NA","NA","2015",">5 <10 Years","Santa Clara","Mio","419",0,"Mio (419)","Northern California Amir Sheikh Mio (419)","<200"
"162",7371,"420","Form 15","Unknown","Essex","Y","Y","Residential",92101,"Southern California","San Diego","Other SoCal","San Diego","Stabilized",NA,242,"Y","Unknown",32.712154,-117.150881,"Non Same Store","OC/San Diego","Jenifer Bulskov",NA,NA,"Non Same Store","Y","NA","NA","2015",">5 <10 Years","San Diego","Form 15","420",0,"Form 15 (420)","Southern California Jenifer Bulskov Form 15 (420)",">200 Units"
"163",7964,"422","Ashton Sherman Village","Unknown","Essex","Y","Y","Residential",91607,"Southern California","Los Angeles","Tri-Cities LA","Valley Village","Stabilized",NA,264,"Y","Unknown",34.1579583,-118.410802,"Same Store","LA/Ventura","Selena Kerr",NA,NA,"Same Store","Y","NA","NA","2014",">5 <10 Years","Los Angeles","Ashton Sherman Village","422",0,"Ashton Sherman Village (422)","Southern California Selena Kerr Ashton Sherman Village (422)",">200 Units"
"164",7965,"423","Emerson Valley Village","Unknown","Essex","Y","Y","Residential",91607,"Southern California","Los Angeles","Tri-Cities LA","Valley Village","Stabilized",NA,144,"Y","Unknown",34.156956,-118.394872,"Same Store","LA/Ventura","Selena Kerr",NA,NA,"Same Store","Y","NA","NA","2012",">5 <10 Years","Los Angeles","Emerson Valley Village","423",0,"Emerson Valley Village (423)","Southern California Selena Kerr Emerson Valley Village (423)","<200"
"165",10105,"424","Velo and Ray","Unknown","Essex","Y","Y","Residential",98103,"Seattle Metro","King","Seattle CBD","Seattle","Stabilized",NA,308,"N","Unknown",47.6516745,-122.3421739,"Wesco V","Washington","Jillian LeMay",NA,NA,"Wesco V","Y","NA","NA","#UNKN","","King","Velo and Ray","424",0,"Velo and Ray (424)","Seattle Metro Jillian LeMay Velo and Ray (424)",">300 Units"
"166",9965,"460","Courtyards at 65th","Unknown","Essex","Y","Y","Residential",94608,"Northern California","Alameda","Other NorCal","Emeryville","Stabilized",NA,331,"N","Unknown",37.8464072,-122.293027,"Wesco V","Northern CA","Bailey Brown",NA,NA,"Wesco V","Y","NA","NA","2004",">15 <20 Years","Alameda","Courtyards at 65th","460",0,"Courtyards at 65th (460)","Northern California Bailey Brown Courtyards at 65th (460)",">300 Units"
"167",8604,"463","360 Residences","Unknown","Essex","Y","Y","Residential",95113,"Northern California","Santa Clara","San Jose MSA","San Jose","Stabilized",NA,213,"N","Unknown",37.330255,-121.887168,"Wesco V","Northern CA","Ben Egge",NA,NA,"Wesco V","Y","NA","NA","2010",">10 <15 Years","Santa Clara","360 Residences","463",0,"360 Residences (463)","Northern California Ben Egge 360 Residences (463)",">200 Units"
"168",8606,"465","8th & Republican","Unknown","Essex","Y","Y","Residential",98109,"Seattle Metro","King","Seattle CBD","Seattle","Stabilized",NA,211,"N","Unknown",47.62274,-122.340722,"Wesco V","Washington","Melissa Downs",NA,NA,"Wesco V","Y","NA","NA","2016","<5 Years","King","8th & Republican","465",0,"8th & Republican (465)","Seattle Metro Melissa Downs 8th & Republican (465)",">200 Units"
"169",9284,"468","Meridian at Midtown","Unknown","Essex","Y","Y","Residential",95126,"Northern California","Santa Clara","San Jose MSA","San Jose","Stabilized",NA,218,"N","Unknown",37.32302829,-121.9144208,"Wesco V","Northern CA","Ali Ghatala",NA,NA,"Wesco V","Y","NA","NA","#UNKN","","Santa Clara","Meridian at Midtown","468",0,"Meridian at Midtown (468)","Northern California Ali Ghatala Meridian at Midtown (468)",">200 Units"
"170",9668,"470","Brio","Unknown","Essex","Y","Y","Residential",94596,"Northern California","Contra Costa","San Ramon","Walnut Creek","Stabilized",NA,300,"Y","Unknown",37.9081333,-122.0590768,"Non Same Store","Northern CA","Alicia Carman",NA,NA,"Non Same Store","Y","NA","NA","2015",">5 <10 Years","Contra Costa","Brio","470",0,"Brio (470)","Northern California Alicia Carman Brio (470)",">300 Units"
"171",8026,"473","Hillsborough Park Apartments","Unknown","Essex","Y","Y","Residential",90631,"Southern California","Orange","North Orange","La Habra","Stabilized",NA,235,"N","Unknown",33.912113,-117.974548,"BEX II","OC/San Diego","Mark Yepez",NA,NA,"BEX II","Y","NA","NA","1999",">20 <30 Years","Orange","Hillsborough Park Apartments","473",0,"Hillsborough Park Apartments (473)","Southern California Mark Yepez Hillsborough Park Apartments (473)",">200 Units"
"172",8027,"474","Meadowood Apartments","Unknown","Essex","Y","Y","Residential",93065,"Southern California","Ventura","Ventura","Simi Valley","Stabilized",NA,320,"N","Unknown",34.279064,-118.765144,"BEX II","LA/Ventura","Elizabeth Rodriguez",NA,NA,"BEX II","Y","NA","NA","1986",">30 <40 Years","Ventura","Meadowood Apartments","474",0,"Meadowood Apartments (474)","Southern California Elizabeth Rodriguez Meadowood Apartments (474)",">300 Units"
"173",8028,"475","Bridgeport Apt Homes","Unknown","Essex","Y","Y","Residential",94560,"Northern California","Alameda","Fremont","Newark","Stabilized",NA,184,"N","Unknown",37.533672,-122.035065,"BEX II","Northern CA","Alicia Carman",NA,NA,"BEX II","Y","NA","NA","1987",">30 <40 Years","Alameda","Bridgeport Apt Homes","475",0,"Bridgeport Apt Homes (475)","Northern California Alicia Carman Bridgeport Apt Homes (475)","<200"
"174",8029,"476","The Carlyle","Unknown","Essex","Y","Y","Residential",95148,"Northern California","Santa Clara","San Jose MSA","San Jose","Stabilized",NA,132,"N","Unknown",37.315006,-121.807144,"BEX II","Northern CA","Ali Ghatala",NA,NA,"BEX II","Y","NA","NA","2000",">20 <30 Years","Santa Clara","The Carlyle","476",0,"The Carlyle (476)","Northern California Ali Ghatala The Carlyle (476)","<200"
"175",10162,"477","Pure Redmond","Unknown","Essex","Y","Y","Residential",98052,"Seattle Metro","King","Eastside","Redmond","Stabilized",NA,105,"Y","Unknown",47.67591,-122.10341,"Non Same Store","Washington","Suzanne Bachler",NA,NA,"Non Same Store","Y","NA","NA","2016","<5 Years","King","Pure Redmond","477",0,"Pure Redmond (477)","Seattle Metro Suzanne Bachler Pure Redmond (477)","<200"
"176",8736,"479","Village at Toluca Lake, The","Unknown","Essex","Y","Y","Residential",91505,"Southern California","Los Angeles","Tri-Cities LA","Burbank","Stabilized",NA,145,"N","Unknown",34.153336,-118.348263,"BEX III","LA/Ventura","Crystal Rodgers",NA,NA,"BEX III","Y","NA","NA","1974","40+ Years","Los Angeles","Village at Toluca Lake, The","479",0,"Village at Toluca Lake, The (479)","Southern California Crystal Rodgers Village at Toluca Lake, The (479)","<200"
"177",6277,"482","Station Park Green","Unknown","Essex","Y","Y","Residential",94402,"Northern California","San Mateo","San Mateo","San Mateo","Non Stabilized",NA,492,"Y","Unknown",37.55435,-122.308551,"Non Same Store","Northern CA","Charla Neta",NA,NA,"Non Same Store","Y","NA","NA","2018","<5 Years","San Mateo","Station Park Green","482",0,"Station Park Green (482)","Northern California Charla Neta Station Park Green (482)","400+"
"178",9536,"486","Fourth & Madison","Unknown","Essex","Y","N","Residential",94607,"Northern California",NA,"#UNKN","Oakland","#IRREL",NA,NA,"N","Unknown",90,90,"Other","Northern CA","#UNKN",NA,NA,"Other","N","NA","NA","#UNKN","",NA,"Fourth & Madison","486",0,"Fourth & Madison (486)","Northern California #UNKN Fourth & Madison (486)",NA
"179",7995,"490","Marquis","Unknown","Essex","Y","Y","Residential",95112,"Northern California","Santa Clara","San Jose MSA","San Jose","Stabilized",NA,166,"Y","Unknown",37.3561595,-121.8951408,"Same Store","Northern CA","Ben Egge",NA,NA,"Same Store","Y","NA","NA","2015",">5 <10 Years","Santa Clara","Marquis","490",0,"Marquis (490)","Northern California Ben Egge Marquis (490)","<200"
"180",5620,"498","Galloway, The","Unknown","Essex","Y","Y","Residential",94588,"Northern California","Alameda","San Ramon","Pleasanton","Stabilized",NA,506,"Y","Unknown",37.697776,-121.898232,"Non Same Store","Northern CA","Abigail Dizon",NA,NA,"Non Same Store","Y","NA","NA","2016","<5 Years","Alameda","Galloway, The","498",0,"Galloway, The (498)","Northern California Abigail Dizon Galloway, The (498)","400+"
"181",5370,"581","Radius","Unknown","Essex","Y","Y","Residential",94063,"Northern California","San Mateo","San Mateo","Redwood City","Stabilized",NA,264,"Y","Unknown",37.492643,-122.232131,"Same Store","Northern CA","Davina Slusher",NA,NA,"Same Store","Y","NA","NA","2014",">5 <10 Years","San Mateo","Radius","581 & 581jc",0,"Radius (581 & 581jc)","Northern California Davina Slusher Radius (581 & 581jc)",">200 Units"
"182",5434,"582","MB360","Unknown","Essex","Y","Y","Residential",94158,"Northern California","San Francisco","San Francisco","San Francisco","Stabilized",NA,360,"Y","Unknown",37.771498,-122.393777,"Same Store","Northern CA","Erica Rangel",NA,NA,"Same Store","Y","NA","NA","2014",">5 <10 Years","San Francisco","MB360","582 & 582jc",0,"MB360 (582 & 582jc)","Northern California Erica Rangel MB360 (582 & 582jc)",">300 Units"
"183",1965,"365","Epic","Unknown","Essex","Y","Y","Residential",95134,"Northern California","Santa Clara","San Jose MSA","San Jose","Stabilized",NA,769,"Y","Unknown",37.399349,-121.920403,"Non Same Store","Northern CA","Charla Neta",NA,NA,"Non Same Store","Y","1n2bi01s","Epic and Epic III","2013",">5 <10 Years","Santa Clara","Epic","EPLP 364-365",0,"Epic (EPLP 364-365)","Northern California Charla Neta Epic (EPLP 364-365)","400+"
"184",8092,"411","Villa Veneto","Unknown","Essex","Y","Y","Residential",95123,"Northern California","Santa Clara","San Jose MSA","San Jose","Stabilized",NA,226,"Y","Unknown",37.241592,-121.8090335,"Same Store","Northern CA","Robyn Inaba",NA,NA,"Same Store","Y","NA","NA","2000",">20 <30 Years","Santa Clara","Palm Valley","EPLP 411-414",0,"Palm Valley (EPLP 411-414)","Northern California Robyn Inaba Palm Valley (EPLP 411-414)",">200 Units"
"185",8093,"412","Palma Sorrento","Unknown","Essex","Y","Y","Residential",95123,"Northern California","Santa Clara","San Jose MSA","San Jose","Stabilized",NA,275,"Y","Unknown",37.241592,-121.8090335,"Same Store","Northern CA","Robyn Inaba",NA,NA,"Same Store","Y","NA","NA","2001",">15 <20 Years","Santa Clara","Palm Valley","EPLP 411-414",0,"Palm Valley (EPLP 411-414)","Northern California Robyn Inaba Palm Valley (EPLP 411-414)",">200 Units"
"186",8094,"413","Santa Palmia","Unknown","Essex","Y","Y","Residential",95123,"Northern California","Santa Clara","San Jose MSA","San Jose","Stabilized",NA,598,"Y","Unknown",37.241592,-121.8090335,"Same Store","Northern CA","Robyn Inaba",NA,NA,"Same Store","Y","NA","NA","2003",">15 <20 Years","Santa Clara","Palm Valley","EPLP 411-414",0,"Palm Valley (EPLP 411-414)","Northern California Robyn Inaba Palm Valley (EPLP 411-414)","400+"
"187",6214,"495","500 Folsom","Unknown","Essex","Y","Y","Residential",94105,"Northern California","San Francisco","San Francisco","San Francisco","Non Stabilized",NA,537,"N","Unknown",37.787338,-122.394651,"Block 9","Northern CA","Nicole Conrad",NA,NA,"Block 9","Y","NA","NA","#UNKN","","San Francisco","500 Folsom","EPLP 493, 495-497",0,"500 Folsom (EPLP 493, 495-497)","Northern California Nicole Conrad 500 Folsom (EPLP 493, 495-497)","400+"
"188",8233,"493","500 Folsom Upper MRU","Unknown","Essex","Y","Y","Residential",94107,"Northern California","San Francisco","San Francisco","San Francisco","Non Stabilized",NA,0,"N","Unknown",-122.395,37.787338,"Block 9","Northern CA","Nicole Conrad",NA,NA,"Block 9","Y","NA","NA","#UNKN","","San Francisco","500 Folsom","EPLP 493, 495-497",0,"500 Folsom (EPLP 493, 495-497)","Northern California Nicole Conrad 500 Folsom (EPLP 493, 495-497)","<200"
"189",8234,"496","500 Folsom MRU","Unknown","Essex","Y","Y","Residential",94107,"Northern California","San Francisco","San Francisco","San Francisco","Non Stabilized",NA,0,"N","Unknown",-122.395,37.787338,"Block 9","Northern CA","Nicole Conrad",NA,NA,"Block 9","Y","NA","NA","#UNKN","","San Francisco","500 Folsom","EPLP 493, 495-497",0,"500 Folsom (EPLP 493, 495-497)","Northern California Nicole Conrad 500 Folsom (EPLP 493, 495-497)","<200"
"190",8235,"497","500 Folsom Affordable","Unknown","Essex","Y","Y","Residential",94107,"Northern California","San Francisco","San Francisco","San Francisco","Non Stabilized",NA,0,"N","Unknown",-122.395,37.787338,"Block 9","Northern CA","#UNKN",NA,NA,"Block 9","Y","NA","NA","#UNKN","","San Francisco","500 Folsom","EPLP 493, 495-497",0,"500 Folsom (EPLP 493, 495-497)","Northern California #UNKN 500 Folsom (EPLP 493, 495-497)","<200"
"191",5058,"lax1121","Village Green","Unknown","Essex","Y","Y","Residential",90631,"Southern California","Orange","North Orange","La Habra","Stabilized",NA,272,"Y","Unknown",33.9211979,-117.96039,"Same Store","OC/San Diego","Mark Yepez",NA,NA,"Same Store","Y","NA","NA","1971","40+ Years","Orange","Village Green","lax1121",0,"Village Green (lax1121)","Southern California Mark Yepez Village Green (lax1121)",">200 Units"
"192",5037,"lax1129","The Havens","Unknown","Essex","Y","Y","Residential",92708,"Southern California","Orange","North Orange","Fountain Valley","Stabilized",NA,440,"N","Unknown",33.7091035,-117.9494485,"BEX AEW","OC/San Diego","Cynthia Cifuentes",NA,NA,"BEX AEW","Y","NA","NA","1969","40+ Years","Orange","The Havens","lax1129",0,"The Havens (lax1129)","Southern California Cynthia Cifuentes The Havens (lax1129)","400+"
"193",5059,"lax1166","Pinnacle at MacArthur Place","Unknown","Essex","Y","Y","Residential",92707,"Southern California","Orange","North Orange","Santa Ana","Stabilized",NA,253,"Y","Unknown",33.701094,-117.866886,"Same Store","OC/San Diego","Cynthia Cifuentes",NA,NA,"Same Store","Y","NA","NA","2002",">15 <20 Years","Orange","Pinnacle at MacArthur Place","lax1166",0,"Pinnacle at MacArthur Place (lax1166)","Southern California Cynthia Cifuentes Pinnacle at MacArthur Place (lax1166)",">200 Units"
"194",5061,"lax1184","Villa Siena","Unknown","Essex","Y","Y","Residential",92626,"Southern California","Orange","South Orange","Costa Mesa","Stabilized",NA,272,"Y","Unknown",33.676981,-117.909815,"Same Store","OC/San Diego","Cynthia Cifuentes",NA,NA,"Same Store","Y","NA","NA","1974","40+ Years","Orange","Villa Siena","lax1184",0,"Villa Siena (lax1184)","Southern California Cynthia Cifuentes Villa Siena (lax1184)",">200 Units"
"195",5062,"lax1199","Pinnacle at Fullerton","Unknown","Essex","Y","Y","Residential",92832,"Southern California","Orange","North Orange","Fullerton","Stabilized",NA,192,"Y","Unknown",33.870467,-117.920457,"Same Store","OC/San Diego","Brent Christianson",NA,NA,"Same Store","Y","NA","NA","2004",">15 <20 Years","Orange","Pinnacle at Fullerton","lax1199",0,"Pinnacle at Fullerton (lax1199)","Southern California Brent Christianson Pinnacle at Fullerton (lax1199)","<200"
"196",5064,"lax1201","Pinnacle at Talega","Unknown","Essex","Y","Y","Residential",92673,"Southern California","Orange","South Orange","San Clemente","Stabilized",NA,362,"Y","Unknown",33.459137,-117.573827,"Same Store","OC/San Diego","Kevin Forsyth",NA,NA,"Same Store","Y","NA","NA","2002",">15 <20 Years","Orange","Pinnacle at Talega","lax1201",0,"Pinnacle at Talega (lax1201)","Southern California Kevin Forsyth Pinnacle at Talega (lax1201)",">300 Units"
